id,error_message,error_code,occurred_at,user_id,ip_address,url,http_method,user_agent,stack_trace
834,Cart update failed,400,2024-03-15 08:58:24.101284,33,203.69.213.4,https://www.apparentintelligence.com/cart,POST,Opera/8.49.(Windows NT 6.0; hy-AM) Presto/2.9.186 Version/11.00,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 278, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
835,Payment gateway timeout,504,2024-03-15 17:55:04.101284,128,205.175.5.76,https://www.apparentintelligence.com/checkout,GET,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1),"Traceback (most recent call last):
  File ""/app/cart.py"", line 380, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
836,User authentication failed,401,2024-03-15 18:06:45.101284,81,213.178.143.194,https://www.apparentintelligence.com/account,DELETE,Opera/8.18.(X11; Linux x86_64; km-KH) Presto/2.9.164 Version/11.00,"Traceback (most recent call last):
  File ""/app/login.py"", line 118, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
837,Failed to load product details,500,2024-03-15 20:17:56.101284,189,182.197.58.255,https://www.apparentintelligence.com/product-listing,DELETE,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.1),"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 456, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
838,User authentication failed,401,2024-03-15 23:46:18.101284,25,146.103.174.247,https://www.apparentintelligence.com/account,POST,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/15.0.898.0 Safari/532.1","Traceback (most recent call last):
  File ""/app/wishlist.py"", line 262, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
839,Item not available in stock,404,2024-03-16 00:30:41.101284,21,200.27.69.220,https://www.apparentintelligence.com/product-detail,PUT,Opera/9.58.(X11; Linux i686; ber-DZ) Presto/2.9.163 Version/11.00,"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 43, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
840,Item not available in stock,404,2024-03-16 06:09:10.101284,108,29.33.149.16,https://www.apparentintelligence.com/product-detail,GET,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),"Traceback (most recent call last):
  File ""/app/account.py"", line 91, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
841,Failed to load order history,500,2024-03-16 09:26:50.101284,162,103.22.244.188,https://www.apparentintelligence.com/order-history,DELETE,Mozilla/5.0 (Windows 98; dz-BT; rv:1.9.1.20) Gecko/2011-03-10 22:50:55 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 483, in <module>
    raise Exception('User session expired')
Exception: User session expired"
842,Failed to load order history,500,2024-03-16 10:07:04.101284,72,130.120.99.31,https://www.apparentintelligence.com/order-history,PUT,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/10.7u3161.0 Mobile/65C590 Safari/536.1","Traceback (most recent call last):
  File ""/app/product-detail.py"", line 90, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
843,Item not available in stock,404,2024-03-16 14:26:06.101284,161,164.255.63.16,https://www.apparentintelligence.com/product-detail,PUT,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.1),"Traceback (most recent call last):
  File ""/app/search.py"", line 378, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
844,Failed to load order history,500,2024-03-16 15:12:32.101284,70,215.65.181.51,https://www.apparentintelligence.com/order-history,DELETE,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 454, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
845,Failed to add item to wishlist,500,2024-03-16 15:29:54.101284,59,178.216.149.25,https://www.apparentintelligence.com/wishlist,GET,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/41.0.800.0 Safari/534.1","Traceback (most recent call last):
  File ""/app/cart.py"", line 178, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
846,Failed to add item to wishlist,500,2024-03-16 17:39:01.101284,121,44.10.0.229,https://www.apparentintelligence.com/wishlist,DELETE,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5; rv:1.9.2.20) Gecko/2012-11-26 21:12:12 Firefox/3.6.11,"Traceback (most recent call last):
  File ""/app/login.py"", line 280, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
847,Search query failed,500,2024-03-17 04:01:00.101284,19,124.156.120.149,https://www.apparentintelligence.com/search,DELETE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4 rv:6.0; nl-BE) AppleWebKit/531.27.6 (KHTML, like Gecko) Version/5.0 Safari/531.27.6","Traceback (most recent call last):
  File ""/app/login.py"", line 63, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
848,Cart update failed,400,2024-03-18 02:49:43.101284,9,196.24.75.253,https://www.apparentintelligence.com/cart,PUT,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/19.0.808.0 Safari/534.0","Traceback (most recent call last):
  File ""/app/order-history.py"", line 78, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
849,Item not available in stock,404,2024-03-18 04:17:48.101284,126,222.172.65.198,https://www.apparentintelligence.com/product-detail,PUT,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/14.0.831.0 Mobile/90Z826 Safari/534.2","Traceback (most recent call last):
  File ""/app/login.py"", line 474, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
850,User authentication failed,401,2024-03-18 07:33:31.101284,52,141.187.29.193,https://www.apparentintelligence.com/login,PUT,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.0),"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 283, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
851,Search query failed,500,2024-03-18 08:39:08.101284,69,33.201.151.117,https://www.apparentintelligence.com/search,PUT,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/23.0.806.0 Mobile/03P333 Safari/536.1","Traceback (most recent call last):
  File ""/app/cart.py"", line 77, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
852,User authentication failed,401,2024-03-18 10:38:56.101284,136,215.93.168.27,https://www.apparentintelligence.com/account,DELETE,Opera/9.52.(Windows NT 10.0; kk-KZ) Presto/2.9.182 Version/12.00,"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 292, in <module>
    raise Exception('User session expired')
Exception: User session expired"
853,Failed to add item to wishlist,500,2024-03-18 12:23:30.101284,140,141.189.9.78,https://www.apparentintelligence.com/wishlist,DELETE,Mozilla/5.0 (Android 3.2.5; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,"Traceback (most recent call last):
  File ""/app/login.py"", line 94, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
854,Failed to load product details,500,2024-03-18 12:24:29.101284,110,145.130.146.41,https://www.apparentintelligence.com/product-listing,PUT,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),"Traceback (most recent call last):
  File ""/app/search.py"", line 222, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
855,User authentication failed,401,2024-03-18 16:48:10.101284,138,159.20.130.71,https://www.apparentintelligence.com/account,DELETE,Mozilla/5.0 (Windows 98; Win 9x 4.90; st-ZA; rv:1.9.2.20) Gecko/2024-02-27 20:19:58 Firefox/3.6.9,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 265, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
856,Search query failed,500,2024-03-18 16:51:26.101284,112,223.76.205.146,https://www.apparentintelligence.com/search,DELETE,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; rv:1.9.5.20) Gecko/2016-08-19 17:32:24 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 334, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
857,Failed to load order history,500,2024-03-18 17:44:20.101284,119,135.27.218.251,https://www.apparentintelligence.com/order-history,GET,Opera/8.28.(X11; Linux x86_64; oc-FR) Presto/2.9.164 Version/10.00,"Traceback (most recent call last):
  File ""/app/order-history.py"", line 431, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
858,Failed to add item to wishlist,500,2024-03-18 19:17:33.101284,157,189.149.235.124,https://www.apparentintelligence.com/wishlist,DELETE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/34.0.887.0 Safari/533.2","Traceback (most recent call last):
  File ""/app/product-detail.py"", line 199, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
859,Cart update failed,400,2024-03-18 19:25:29.101284,86,181.110.253.2,https://www.apparentintelligence.com/cart,GET,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0 rv:5.0; yo-NG) AppleWebKit/535.42.4 (KHTML, like Gecko) Version/5.0 Safari/535.42.4","Traceback (most recent call last):
  File ""/app/order-history.py"", line 75, in <module>
    raise Exception('User session expired')
Exception: User session expired"
860,Failed to load product details,500,2024-03-19 00:21:13.101284,7,144.121.16.73,https://www.apparentintelligence.com/product-listing,DELETE,Opera/9.82.(X11; Linux x86_64; lij-IT) Presto/2.9.186 Version/12.00,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 402, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
861,Search query failed,500,2024-03-19 03:25:25.101284,107,215.127.224.165,https://www.apparentintelligence.com/search,PUT,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1; rv:1.9.5.20) Gecko/2023-09-26 09:10:00 Firefox/3.6.5,"Traceback (most recent call last):
  File ""/app/order-history.py"", line 357, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
862,Cart update failed,400,2024-03-19 05:18:06.101284,127,182.246.46.139,https://www.apparentintelligence.com/cart,PUT,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/36.0.884.0 Mobile/40A509 Safari/533.2","Traceback (most recent call last):
  File ""/app/product-detail.py"", line 468, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
863,Item not available in stock,404,2024-03-19 09:12:14.101284,99,196.40.169.8,https://www.apparentintelligence.com/product-detail,DELETE,Mozilla/5.0 (Android 4.4.3; Mobile; rv:46.0) Gecko/46.0 Firefox/46.0,"Traceback (most recent call last):
  File ""/app/order-history.py"", line 146, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
864,Item not available in stock,404,2024-03-19 09:16:23.101284,73,76.35.147.42,https://www.apparentintelligence.com/product-detail,POST,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_0; rv:1.9.2.20) Gecko/2020-01-02 04:17:02 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/cart.py"", line 221, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
865,Failed to load product details,500,2024-03-19 14:48:29.101284,15,100.162.141.216,https://www.apparentintelligence.com/product-listing,GET,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0),"Traceback (most recent call last):
  File ""/app/cart.py"", line 425, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
866,Item not available in stock,404,2024-03-19 17:52:18.101284,169,114.25.196.89,https://www.apparentintelligence.com/product-detail,POST,Opera/9.76.(Windows NT 5.0; sid-ET) Presto/2.9.180 Version/10.00,"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 170, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
867,Failed to load checkout page,503,2024-03-19 23:53:24.101284,163,184.169.104.26,https://www.apparentintelligence.com/checkout,GET,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),"Traceback (most recent call last):
  File ""/app/cart.py"", line 497, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
868,Failed to load order history,500,2024-03-20 00:06:00.101284,93,42.155.60.27,https://www.apparentintelligence.com/order-history,GET,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 336, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
869,Search query failed,500,2024-03-20 03:05:05.101284,48,219.26.79.34,https://www.apparentintelligence.com/search,PUT,Opera/8.27.(X11; Linux x86_64; nds-DE) Presto/2.9.162 Version/10.00,"Traceback (most recent call last):
  File ""/app/product-detail.py"", line 495, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
870,Search query failed,500,2024-03-20 05:45:27.101284,76,150.23.248.143,https://www.apparentintelligence.com/search,PUT,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.29.3 (KHTML, like Gecko) Version/5.0.3 Safari/531.29.3","Traceback (most recent call last):
  File ""/app/login.py"", line 241, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
871,Failed to load order history,500,2024-03-20 07:04:42.101284,20,68.37.178.35,https://www.apparentintelligence.com/order-history,POST,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.1),"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 170, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
872,Failed to load checkout page,503,2024-03-20 16:58:52.101284,156,193.205.167.63,https://www.apparentintelligence.com/checkout,GET,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; wae-CH) AppleWebKit/535.36.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6535.36.5","Traceback (most recent call last):
  File ""/app/wishlist.py"", line 19, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
873,Failed to add item to wishlist,500,2024-03-20 19:09:05.101284,184,199.45.239.231,https://www.apparentintelligence.com/wishlist,PUT,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.35.7 (KHTML, like Gecko) Version/5.0.4 Safari/533.35.7","Traceback (most recent call last):
  File ""/app/login.py"", line 249, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
874,Failed to add item to wishlist,500,2024-03-20 22:48:50.101284,61,182.111.179.228,https://www.apparentintelligence.com/wishlist,DELETE,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.0),"Traceback (most recent call last):
  File ""/app/account.py"", line 306, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
875,Search query failed,500,2024-03-21 06:51:29.101284,34,205.152.205.51,https://www.apparentintelligence.com/search,DELETE,Opera/8.30.(X11; Linux i686; lo-LA) Presto/2.9.180 Version/11.00,"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 179, in <module>
    raise Exception('User session expired')
Exception: User session expired"
876,User authentication failed,401,2024-03-21 07:50:49.101284,31,221.187.27.9,https://www.apparentintelligence.com/login,PUT,Opera/9.33.(Windows NT 5.0; hsb-DE) Presto/2.9.177 Version/12.00,"Traceback (most recent call last):
  File ""/app/account.py"", line 225, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
877,Item not available in stock,404,2024-03-21 08:08:05.101284,7,144.121.16.73,https://www.apparentintelligence.com/product-detail,DELETE,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/56.0.898.0 Safari/532.2","Traceback (most recent call last):
  File ""/app/search.py"", line 286, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
878,Failed to load product details,500,2024-03-21 12:47:09.101284,144,168.212.64.251,https://www.apparentintelligence.com/product-listing,GET,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/48.0.872.0 Safari/533.0","Traceback (most recent call last):
  File ""/app/product-detail.py"", line 318, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
879,Item not available in stock,404,2024-03-21 13:44:15.101284,189,152.49.40.61,https://www.apparentintelligence.com/product-detail,GET,Opera/9.71.(Windows NT 6.1; ca-IT) Presto/2.9.165 Version/10.00,"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 64, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
880,Failed to add item to wishlist,500,2024-03-21 14:07:54.101284,183,128.61.61.194,https://www.apparentintelligence.com/wishlist,DELETE,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/61.0.828.0 Safari/534.1","Traceback (most recent call last):
  File ""/app/account.py"", line 366, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
881,Failed to load checkout page,503,2024-03-21 21:42:02.101284,142,132.44.147.152,https://www.apparentintelligence.com/checkout,PUT,Opera/9.51.(X11; Linux x86_64; tcy-IN) Presto/2.9.172 Version/10.00,"Traceback (most recent call last):
  File ""/app/login.py"", line 101, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
882,Failed to add item to wishlist,500,2024-03-21 21:49:17.101284,89,107.237.220.89,https://www.apparentintelligence.com/wishlist,PUT,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.1),"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 137, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
883,Failed to load product details,500,2024-03-22 03:06:39.101284,186,196.77.246.51,https://www.apparentintelligence.com/product-listing,POST,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/18.0.808.0 Safari/531.0","Traceback (most recent call last):
  File ""/app/checkout.py"", line 163, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
884,Cart update failed,400,2024-03-22 03:09:34.101284,120,47.97.138.90,https://www.apparentintelligence.com/cart,POST,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/18.0.891.0 Safari/535.0","Traceback (most recent call last):
  File ""/app/product-detail.py"", line 344, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
885,Payment gateway timeout,504,2024-03-22 06:21:54.101284,138,159.20.130.71,https://www.apparentintelligence.com/checkout,GET,Opera/8.35.(X11; Linux i686; be-BY) Presto/2.9.173 Version/11.00,"Traceback (most recent call last):
  File ""/app/cart.py"", line 487, in <module>
    raise Exception('User session expired')
Exception: User session expired"
886,Failed to load product details,500,2024-03-22 06:47:07.101284,169,191.95.37.160,https://www.apparentintelligence.com/product-listing,PUT,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3; rv:1.9.3.20) Gecko/2020-09-11 07:39:00 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 340, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
887,Failed to add item to wishlist,500,2024-03-22 08:36:30.101284,156,201.143.175.66,https://www.apparentintelligence.com/wishlist,POST,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.44.4 (KHTML, like Gecko) Version/5.0.5 Safari/535.44.4","Traceback (most recent call last):
  File ""/app/login.py"", line 262, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
888,Order placement timeout,504,2024-03-22 09:03:29.101284,101,206.82.228.22,https://www.apparentintelligence.com/checkout,DELETE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6 rv:3.0; ht-HT) AppleWebKit/533.32.3 (KHTML, like Gecko) Version/4.0.5 Safari/533.32.3","Traceback (most recent call last):
  File ""/app/search.py"", line 185, in <module>
    raise Exception('User session expired')
Exception: User session expired"
889,Item not available in stock,404,2024-03-22 13:50:00.101284,2,51.22.1.116,https://www.apparentintelligence.com/product-detail,DELETE,Opera/9.23.(X11; Linux x86_64; kok-IN) Presto/2.9.176 Version/10.00,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 96, in <module>
    raise Exception('User session expired')
Exception: User session expired"
890,Failed to add item to wishlist,500,2024-03-22 15:24:19.101284,132,212.75.231.64,https://www.apparentintelligence.com/wishlist,POST,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/45.0.853.0 Mobile/08Q112 Safari/533.0","Traceback (most recent call last):
  File ""/app/wishlist.py"", line 462, in <module>
    raise Exception('User session expired')
Exception: User session expired"
891,Failed to load order history,500,2024-03-22 15:57:44.101284,60,49.238.58.106,https://www.apparentintelligence.com/order-history,POST,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/52.0.827.0 Safari/534.0","Traceback (most recent call last):
  File ""/app/order-history.py"", line 335, in <module>
    raise Exception('Database connection error')
Exception: Database connection error"
892,Failed to add item to wishlist,500,2024-03-22 17:05:24.101284,3,214.239.195.141,https://www.apparentintelligence.com/wishlist,DELETE,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/18.5b7248.0 Mobile/36Q741 Safari/533.1","Traceback (most recent call last):
  File ""/app/order-history.py"", line 88, in <module>
    raise Exception('Invalid coupon code')
Exception: Invalid coupon code"
893,Item not available in stock,404,2024-03-22 18:23:17.101284,36,57.165.8.20,https://www.apparentintelligence.com/product-detail,DELETE,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),"Traceback (most recent call last):
  File ""/app/product-listing.py"", line 494, in <module>
    raise Exception('User authentication failed')
Exception: User authentication failed"
894,Cart update failed,400,2024-03-22 19:05:16.101284,179,202.144.48.120,https://www.apparentintelligence.com/cart,DELETE,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2010-11-27 06:32:09 Firefox/3.8,"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 492, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
895,Search query failed,500,2024-03-22 20:42:49.101284,158,196.98.191.10,https://www.apparentintelligence.com/search,DELETE,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.1),"Traceback (most recent call last):
  File ""/app/account.py"", line 11, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
896,User authentication failed,401,2024-03-22 21:56:25.101284,69,209.67.45.96,https://www.apparentintelligence.com/account,POST,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),"Traceback (most recent call last):
  File ""/app/cart.py"", line 398, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
897,User authentication failed,401,2024-03-22 23:01:48.101284,50,218.61.232.93,https://www.apparentintelligence.com/login,GET,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/42.0.874.0 Safari/535.0","Traceback (most recent call last):
  File ""/app/product-listing.py"", line 397, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
898,Failed to load order history,500,2024-03-23 07:14:50.101284,75,174.178.175.114,https://www.apparentintelligence.com/order-history,POST,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.1),"Traceback (most recent call last):
  File ""/app/wishlist.py"", line 461, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
899,User authentication failed,401,2024-03-23 08:02:55.101284,191,70.175.213.189,https://www.apparentintelligence.com/login,DELETE,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.5.7 (KHTML, like Gecko) Version/4.1 Safari/533.5.7","Traceback (most recent call last):
  File ""/app/wishlist.py"", line 499, in <module>
    raise Exception('User session expired')
Exception: User session expired"
900,Failed to load product details,500,2024-03-23 10:10:25.101284,36,130.55.187.26,https://www.apparentintelligence.com/product-listing,POST,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.0),"Traceback (most recent call last):
  File ""/app/cart.py"", line 166, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
901,Search query failed,500,2024-03-23 15:40:09.101284,185,216.200.145.53,https://www.apparentintelligence.com/search,POST,Opera/9.53.(X11; Linux i686; sd-PK) Presto/2.9.187 Version/10.00,"Traceback (most recent call last):
  File ""/app/cart.py"", line 344, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
902,Cart update failed,400,2024-03-23 17:12:19.101284,128,213.45.155.9,https://www.apparentintelligence.com/cart,GET,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6; rv:1.9.4.20) Gecko/2017-07-09 03:53:38 Firefox/3.6.3,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 173, in <module>
    raise Exception('Cart update failed')
Exception: Cart update failed"
903,Cart update failed,400,2024-03-23 23:39:43.101284,191,117.215.116.153,https://www.apparentintelligence.com/cart,PUT,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/44.0.894.0 Mobile/59G533 Safari/536.1","Traceback (most recent call last):
  File ""/app/product-listing.py"", line 488, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
904,Item not available in stock,404,2024-03-24 04:45:42.101284,80,43.12.206.41,https://www.apparentintelligence.com/product-detail,GET,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.1),"Traceback (most recent call last):
  File ""/app/login.py"", line 442, in <module>
    raise Exception('Item not available in stock')
Exception: Item not available in stock"
905,Search query failed,500,2024-03-24 05:11:20.101284,36,163.155.36.7,https://www.apparentintelligence.com/search,DELETE,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/18.5y0196.0 Mobile/17R255 Safari/535.2","Traceback (most recent call last):
  File ""/app/cart.py"", line 450, in <module>
    raise Exception('Payment gateway timeout')
Exception: Payment gateway timeout"
906,Failed to load order history,500,2024-03-24 05:27:13.101284,104,53.137.145.64,https://www.apparentintelligence.com/order-history,GET,Mozilla/5.0 (Windows CE; dv-MV; rv:1.9.0.20) Gecko/2013-01-08 03:10:49 Firefox/12.0,"Traceback (most recent call last):
  File ""/app/checkout.py"", line 465, in <module>
    raise Exception('Failed to load product details')
Exception: Failed to load product details"
907,Failed to add item to wishlist,500,2024-03-24 09:44:33.101284,196,215.1.196.187,https://www.apparentintelligence.com/wishlist,PUT,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0),"Traceback (most recent call last):
  File ""/app/login.py"", line 250, in <module>
    raise Exception('Order placement timeout')
Exception: Order placement timeout"
908,User authentication failed,401,2024-03-24 12:20:54.101284,19,221.79.119.186,https://www.apparentintelligence.com/login,DELETE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_7 rv:4.0; el-CY) AppleWebKit/532.49.1 (KHTML, like Gecko) Version/4.0.2 Safari/532.49.1","Traceback (most recent call last):
  File ""/app/wishlist.py"", line 172, in <module>
    raise Exception('Failed to load checkout page')
Exception: Failed to load checkout page"
